permit_key,cluster_id,node_label,nama_badan_usaha,nomor_izin,jenis_badan_usaha,komoditas,is_core_nickel,tahap_kegiatan,provinsi,lokasi_perizinan,tahun,luas_ha,source_dataset,cluster_key
PERMIT-0145,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,WARSITA KARYA,285/1/IUP/PMDN/2022,Perusahaan Komanditer (CV),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI UTARA,2022,190.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0146,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,AKSAN RAYA PERKASA,15012300208760006,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,221.27,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0147,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,ALESHA INTI BUMI,30052200659790007,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,40.5,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0148,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,ALESHA INTI BUMI,30052200659790005,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,67.12,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0149,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,BENTENG GUNUNG MAS,27042300662110004,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,15.75,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0150,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,BERKAH TARULI JAYA,36/1/IUP/PMDN/2023,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2023,1130.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0151,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,BINTANG ENERGI MINERAL,427/DPMPTSP/VII/2020,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2020,1031.1,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0152,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,CAHAYA ALAM NUSANTARA,12810002102340004,Perusahaan Komanditer (CV),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2021,7.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0153,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,FARDAN TOLAKINDO PERKASA,28062200800160002,Perusahaan Komanditer (CV),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,131.49,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0154,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,GENERASI AGUNG PERKASA,917/DPM-PTSP/XI/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2018,584.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0155,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,GERBANG MULTI SEJAHTERA,582/DPM-PTSP/VII/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2018,2301.62,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0156,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,HANGTIAN NUR CAHAYA,07072200530820005,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,47.7,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0157,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,HOFFMEN ENERGI PERKASA,91202097609280006,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,18.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0158,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,HOMKEY INTI PRIMA,2/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2024,4870.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0159,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,ILYAS KARYA,1063/ l/IUP/PMDN/2022,Perusahaan Komanditer (CV),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2022,71.06,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0160,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,JAGAD RAYATAMA,89/DPM-PTSP/I/2017,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2017,1670.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0161,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,KEMILAU BERSAMA SAHABAT,30062200216060003,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,78.25,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0162,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,KONAWEHA MAKMUR,91202014210170006,Perusahaan Perseroan Terbatas (PT),Peridotit,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2023,9.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0163,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,KREASI KARBONAT UTAMA,20122200805430009,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,39.85,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0164,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,LAEYA CIPTA GUNA,606/DPMPTSP/X/2019,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2019,1185.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0165,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,LALOMERUI PERKASA,05092100274640006,Perusahaan Komanditer (CV),Pasir,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2023,7.34,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0166,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,LAMBOO INTI PASIR SILIKA,31122200113880002,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,145.26,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0167,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,LINTAS STONE MINERAL,20122200812630006,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,53.64,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0168,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,MAPAN MULIA MAKMUR,91202111309850011,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,666.04,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0169,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,MEGA TAMBANG INDONESIA,223/BKPMD-PTSP/IX/2015,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2015,1758.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0170,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,MEGA TAMBANG NIKEL,839/DPMPTSP/XII/2019,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2016,2466.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0171,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,MEKAR JAYA MORAMO,02530101600240005,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,37.03,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0172,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,MINERAL ABADI DJOJO,03062200491590004,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,59.4,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0173,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,NAGA MAS SULTRA,1088/DPM-PTSP/XII/2018,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2018,92.19,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0174,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,NURDIN KADIR,91201001712560002,Perseorangan (SDR),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,5.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0175,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,PANDU URANE PERKASA,244/DPMPTSP/V/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2017,1665.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0176,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,PANJI NUGRAHA SAKTI,01/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,1883.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0177,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,PANRITA BERKAH UTAMA,16072200024190001,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,20.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0178,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,PELANGI UTAMA JAYA MANDIRI,26/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2024,2375.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0179,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,PERTAMBANGAN BUMI ANOA,1119/1/IUP/PMDN/2022,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2022,626.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0180,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,PUTRI GLORY ELSHADAY,46/1/IUP/PMDN/2023,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2023,4086.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0181,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,SAMBAS MINERALS MINING,13/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2020,1008.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0182,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,SASMAKA ANUGERAH ALAM,26012300474740002,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,44.74,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0183,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,SEJAHTERA ENERGI RESOURCES,16012400665210002,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE,2024,3012.93,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0184,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,SENTRATAMA KARYA CEMERLANG,181/DPMPTSP/III/2019,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2018,1226.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0185,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,ST NICKEL RESOURCES,224 TAHUN 2014,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2014,1818.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0186,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,SULAWESI CAHAYA MINERAL,67/1/IUP/PMA/2019,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2019,21100.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0187,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,SURYA AMIEN SANTOSO,12052200461990003,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,88.41,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0188,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,VISI DEBTINDO MINERAL,957/DPM-PTSP/XI/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2018,873.8,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0189,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,WATU MORINI,09082301049260002,Perusahaan Komanditer (CV),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,14.35,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0190,NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,WIJAYA INTI NUSANTARA,820/DPMPTSP/XI/2019,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2019,1931.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-003
PERMIT-0191,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,AKSAN RAYA PERKASA,15012300208760006,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,221.27,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0192,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,ALESHA INTI BUMI,30052200659790007,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,40.5,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0193,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,ALESHA INTI BUMI,30052200659790005,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,67.12,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0194,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,BENTENG GUNUNG MAS,27042300662110004,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,15.75,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0195,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,BERKAH TARULI JAYA,36/1/IUP/PMDN/2023,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2023,1130.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0196,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,BINTANG ENERGI MINERAL,427/DPMPTSP/VII/2020,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2020,1031.1,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0197,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,CAHAYA ALAM NUSANTARA,12810002102340004,Perusahaan Komanditer (CV),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2021,7.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0198,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,FARDAN TOLAKINDO PERKASA,28062200800160002,Perusahaan Komanditer (CV),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,131.49,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0199,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,GENERASI AGUNG PERKASA,917/DPM-PTSP/XI/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2018,584.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0200,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,GERBANG MULTI SEJAHTERA,582/DPM-PTSP/VII/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2018,2301.62,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0201,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,HANGTIAN NUR CAHAYA,07072200530820005,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,47.7,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0202,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,HOFFMEN ENERGI PERKASA,91202097609280006,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,18.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0203,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,HOMKEY INTI PRIMA,2/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2024,4870.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0204,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,ILYAS KARYA,1063/ l/IUP/PMDN/2022,Perusahaan Komanditer (CV),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2022,71.06,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0205,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,JAGAD RAYATAMA,89/DPM-PTSP/I/2017,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2017,1670.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0206,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,KEMILAU BERSAMA SAHABAT,30062200216060003,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,78.25,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0207,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,KONAWEHA MAKMUR,91202014210170006,Perusahaan Perseroan Terbatas (PT),Peridotit,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2023,9.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0208,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,KREASI KARBONAT UTAMA,20122200805430009,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,39.85,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0209,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,LAEYA CIPTA GUNA,606/DPMPTSP/X/2019,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2019,1185.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0210,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,LALOMERUI PERKASA,05092100274640006,Perusahaan Komanditer (CV),Pasir,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2023,7.34,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0211,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,LAMBOO INTI PASIR SILIKA,31122200113880002,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,145.26,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0212,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,LINTAS STONE MINERAL,20122200812630006,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,53.64,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0213,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,MAPAN MULIA MAKMUR,91202111309850011,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,666.04,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0214,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,MEGA TAMBANG INDONESIA,223/BKPMD-PTSP/IX/2015,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2015,1758.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0215,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,MEGA TAMBANG NIKEL,839/DPMPTSP/XII/2019,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2016,2466.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0216,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,MEKAR JAYA MORAMO,02530101600240005,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,37.03,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0217,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,MINERAL ABADI DJOJO,03062200491590004,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,59.4,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0218,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,NAGA MAS SULTRA,1088/DPM-PTSP/XII/2018,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2018,92.19,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0219,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,NURDIN KADIR,91201001712560002,Perseorangan (SDR),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,5.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
