provinsi,tahun,indikator,nilai,Sumber
Kalimantan Tengah,2021,Kasus ISPA/Pneumonia,1062,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2021,Kasus Kusta Baru,45,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2021,Kasus Malaria Positif,171,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2022,Kasus Diare Dilayani,16649,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2022,Kasus ISPA/Pneumonia,1598,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2022,Kasus Kusta Baru,19,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2022,Kasus Malaria Positif,216,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2023,Kasus Diare Dilayani,9631,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2023,Kasus ISPA/Pneumonia,1856,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2023,Kasus Kusta Baru,63,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2023,Kasus Malaria Positif,134,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2024,Kasus Diare Dilayani,20353,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2024,Kasus ISPA/Pneumonia,1480,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2024,Kasus Kusta Baru,75,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2024,Kasus Malaria Positif,137,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2014,Kasus ISPA/Pneumonia,622,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2014,Kasus Kusta Baru,154,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2014,Kasus Malaria Positif,1115,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2015,Kasus Diare Dilayani,34647,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2015,Kasus ISPA/Pneumonia,7828,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2015,Kasus Kusta Baru,176,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2015,Kasus Malaria Positif,1562,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2016,Kasus Diare Dilayani,51776,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2016,Kasus ISPA/Pneumonia,7153,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2016,Kasus Kusta Baru,158,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2016,Kasus Malaria Positif,1228,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2017,Kasus ISPA/Pneumonia,6799,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2017,Kasus Kusta Baru,153,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2017,Kasus Malaria Positif,1573,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2018,Kasus Diare Dilayani,71401,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2018,Kasus ISPA/Pneumonia,5860,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2018,Kasus Kusta Baru,181,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2018,Kasus Malaria Positif,2297,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2019,Kasus Diare Dilayani,68256,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2019,Kasus ISPA/Pneumonia,5140,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2019,Kasus Kusta Baru,195,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2019,Kasus Malaria Positif,2065,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2020,Kasus Diare Dilayani,34421,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2020,Kasus ISPA/Pneumonia,2167,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2020,Kasus Kusta Baru,124,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2020,Kasus Malaria Positif,2365,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2021,Kasus Diare Dilayani,30308,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2021,Kasus ISPA/Pneumonia,1519,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2021,Kasus Kusta Baru,122,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2021,Kasus Malaria Positif,2249,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2022,Kasus Diare Dilayani,37843,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2022,Kasus ISPA/Pneumonia,3392,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2022,Kasus Kusta Baru,43,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2022,Kasus Malaria Positif,3263,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2023,Kasus Diare Dilayani,50108,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2023,Kasus ISPA/Pneumonia,4719,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2023,Kasus Kusta Baru,157,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2023,Kasus Malaria Positif,3665,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2024,Kasus Diare Dilayani,55417,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2024,Kasus ISPA/Pneumonia,5799,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2024,Kasus Kusta Baru,129,data/raw/profil_kesehatan_kemenkes/
Kalimantan Timur,2024,Kasus Malaria Positif,1606,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2014,Kasus Malaria Positif,57,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2015,Kasus Diare Dilayani,167846,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2015,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2015,Kasus Kusta Baru,41,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2015,Kasus Malaria Positif,18,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2016,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2016,Kasus ISPA/Pneumonia,2632,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2016,Kasus Kusta Baru,29,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2016,Kasus Malaria Positif,22,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2017,Kasus ISPA/Pneumonia,1558,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2017,Kasus Kusta Baru,52,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2017,Kasus Malaria Positif,65,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2018,Kasus Diare Dilayani,14770,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2018,Kasus ISPA/Pneumonia,2559,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2018,Kasus Kusta Baru,41,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2018,Kasus Malaria Positif,27,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2019,Kasus Diare Dilayani,16287,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2019,Kasus ISPA/Pneumonia,1387,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2019,Kasus Kusta Baru,39,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2019,Kasus Malaria Positif,56,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2020,Kasus Diare Dilayani,14877,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2020,Kasus ISPA/Pneumonia,322,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2020,Kasus Kusta Baru,23,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2020,Kasus Malaria Positif,67,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2021,Kasus Diare Dilayani,8465,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2021,Kasus ISPA/Pneumonia,685,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2021,Kasus Kusta Baru,30,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2021,Kasus Malaria Positif,33,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2022,Kasus Diare Dilayani,12193,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2022,Kasus ISPA/Pneumonia,1342,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2022,Kasus Kusta Baru,16,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2022,Kasus Malaria Positif,113,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2023,Kasus Diare Dilayani,12239,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2023,Kasus ISPA/Pneumonia,1270,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2023,Kasus Kusta Baru,23,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2023,Kasus Malaria Positif,143,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2024,Kasus Diare Dilayani,13889,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2024,Kasus ISPA/Pneumonia,1524,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2024,Kasus Kusta Baru,35,data/raw/profil_kesehatan_kemenkes/
Kalimantan Utara,2024,Kasus Malaria Positif,137,data/raw/profil_kesehatan_kemenkes/
Kep.  Bangka Belitung,2023,Kasus Diare Dilayani,14585,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2014,Kasus Diare Dilayani,8973,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2014,Kasus ISPA/Pneumonia,7666,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2014,Kasus Malaria Positif,1192,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2015,Kasus Diare Dilayani,188108,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2015,Kasus ISPA/Pneumonia,7869,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2015,Kasus Malaria Positif,1484,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2016,Kasus Diare Dilayani,12149,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2016,Kasus ISPA/Pneumonia,7236,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2016,Kasus Malaria Positif,158,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2017,Kasus Malaria Positif,95,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2018,Kasus Malaria Positif,227,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2019,Kasus Diare Dilayani,17669,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2019,Kasus ISPA/Pneumonia,4125,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2020,Kasus Diare Dilayani,12515,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2020,Kasus ISPA/Pneumonia,2147,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2021,Kasus Diare Dilayani,10334,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2021,Kasus ISPA/Pneumonia,1890,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2022,Kasus Diare Dilayani,11361,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2022,Kasus ISPA/Pneumonia,2676,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2023,Kasus ISPA/Pneumonia,2675,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2024,Kasus Diare Dilayani,17822,data/raw/profil_kesehatan_kemenkes/
Kep. Bangka Belitung,2024,Kasus ISPA/Pneumonia,2240,data/raw/profil_kesehatan_kemenkes/
Kepulauan  Bangka Belitung,2023,Kasus Kusta Baru,50,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2014,Kasus Kusta Baru,54,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2015,Kasus Kusta Baru,35,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2016,Kasus Kusta Baru,31,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2017,Kasus ISPA/Pneumonia,5591,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2017,Kasus Kusta Baru,49,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2018,Kasus Diare Dilayani,19455,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2018,Kasus ISPA/Pneumonia,5135,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2018,Kasus Kusta Baru,46,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2019,Kasus Kusta Baru,46,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2019,Kasus Malaria Positif,130,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2020,Kasus Kusta Baru,38,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2020,Kasus Malaria Positif,187,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2021,Kasus Kusta Baru,49,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2021,Kasus Malaria Positif,104,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2022,Kasus Kusta Baru,13,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2022,Kasus Malaria Positif,123,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2023,Kasus Malaria Positif,61,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2024,Kasus Kusta Baru,52,data/raw/profil_kesehatan_kemenkes/
Kepulauan Bangka Belitung,2024,Kasus Malaria Positif,13,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2014,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2014,Kasus Kusta Baru,17,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2014,Kasus Malaria Positif,836,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2015,Kasus Diare Dilayani,708976,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2015,Kasus ISPA/Pneumonia,859,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2015,Kasus Kusta Baru,24,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2015,Kasus Malaria Positif,688,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2016,Kasus Diare Dilayani,5351,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2016,Kasus ISPA/Pneumonia,1214,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2016,Kasus Kusta Baru,34,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2016,Kasus Malaria Positif,721,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2017,Kasus ISPA/Pneumonia,1826,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2017,Kasus Kusta Baru,30,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2017,Kasus Malaria Positif,357,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2018,Kasus Diare Dilayani,25073,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2018,Kasus ISPA/Pneumonia,2207,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2018,Kasus Kusta Baru,88,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2018,Kasus Malaria Positif,238,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2019,Kasus Diare Dilayani,29895,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2019,Kasus ISPA/Pneumonia,2012,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2019,Kasus Kusta Baru,48,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2019,Kasus Malaria Positif,139,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2020,Kasus Diare Dilayani,21212,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2020,Kasus ISPA/Pneumonia,826,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2020,Kasus Kusta Baru,56,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2020,Kasus Malaria Positif,198,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2021,Kasus Diare Dilayani,16432,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2021,Kasus ISPA/Pneumonia,1092,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2021,Kasus Kusta Baru,32,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2021,Kasus Malaria Positif,39,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2022,Kasus Diare Dilayani,15834,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2022,Kasus ISPA/Pneumonia,2964,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2022,Kasus Kusta Baru,13,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2022,Kasus Malaria Positif,46,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2023,Kasus Diare Dilayani,9305,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2023,Kasus ISPA/Pneumonia,1509,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2023,Kasus Kusta Baru,39,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2023,Kasus Malaria Positif,16,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2024,Kasus Diare Dilayani,21425,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2024,Kasus ISPA/Pneumonia,1255,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2024,Kasus Kusta Baru,39,data/raw/profil_kesehatan_kemenkes/
Kepulauan Riau,2024,Kasus Malaria Positif,306,data/raw/profil_kesehatan_kemenkes/
Lampung,2014,Kasus Diare Dilayani,98446,data/raw/profil_kesehatan_kemenkes/
Lampung,2014,Kasus ISPA/Pneumonia,9812,data/raw/profil_kesehatan_kemenkes/
Lampung,2014,Kasus Kusta Baru,142,data/raw/profil_kesehatan_kemenkes/
Lampung,2014,Kasus Malaria Positif,4389,data/raw/profil_kesehatan_kemenkes/
Lampung,2015,Kasus Diare Dilayani,312119,data/raw/profil_kesehatan_kemenkes/
Lampung,2015,Kasus ISPA/Pneumonia,6942,data/raw/profil_kesehatan_kemenkes/
Lampung,2015,Kasus Kusta Baru,53,data/raw/profil_kesehatan_kemenkes/
Lampung,2015,Kasus Malaria Positif,3991,data/raw/profil_kesehatan_kemenkes/
Lampung,2016,Kasus Diare Dilayani,43323,data/raw/profil_kesehatan_kemenkes/
Lampung,2016,Kasus ISPA/Pneumonia,7684,data/raw/profil_kesehatan_kemenkes/
Lampung,2016,Kasus Kusta Baru,77,data/raw/profil_kesehatan_kemenkes/
Lampung,2016,Kasus Malaria Positif,3298,data/raw/profil_kesehatan_kemenkes/
Lampung,2017,Kasus ISPA/Pneumonia,6273,data/raw/profil_kesehatan_kemenkes/
Lampung,2017,Kasus Kusta Baru,164,data/raw/profil_kesehatan_kemenkes/
Lampung,2017,Kasus Malaria Positif,4297,data/raw/profil_kesehatan_kemenkes/
Lampung,2018,Kasus Diare Dilayani,133916,data/raw/profil_kesehatan_kemenkes/
Lampung,2018,Kasus ISPA/Pneumonia,8576,data/raw/profil_kesehatan_kemenkes/
Lampung,2018,Kasus Kusta Baru,153,data/raw/profil_kesehatan_kemenkes/
Lampung,2018,Kasus Malaria Positif,3181,data/raw/profil_kesehatan_kemenkes/
Lampung,2019,Kasus Diare Dilayani,114536,data/raw/profil_kesehatan_kemenkes/
Lampung,2019,Kasus ISPA/Pneumonia,9539,data/raw/profil_kesehatan_kemenkes/
Lampung,2019,Kasus Kusta Baru,145,data/raw/profil_kesehatan_kemenkes/
Lampung,2019,Kasus Malaria Positif,1521,data/raw/profil_kesehatan_kemenkes/
Lampung,2020,Kasus Diare Dilayani,74283,data/raw/profil_kesehatan_kemenkes/
Lampung,2020,Kasus ISPA/Pneumonia,7531,data/raw/profil_kesehatan_kemenkes/
Lampung,2020,Kasus Kusta Baru,121,data/raw/profil_kesehatan_kemenkes/
Lampung,2020,Kasus Malaria Positif,424,data/raw/profil_kesehatan_kemenkes/
Lampung,2021,Kasus Diare Dilayani,49194,data/raw/profil_kesehatan_kemenkes/
Lampung,2021,Kasus ISPA/Pneumonia,6972,data/raw/profil_kesehatan_kemenkes/
Lampung,2021,Kasus Kusta Baru,130,data/raw/profil_kesehatan_kemenkes/
Lampung,2021,Kasus Malaria Positif,557,data/raw/profil_kesehatan_kemenkes/
Lampung,2022,Kasus Diare Dilayani,65969,data/raw/profil_kesehatan_kemenkes/
Lampung,2022,Kasus ISPA/Pneumonia,5859,data/raw/profil_kesehatan_kemenkes/
Lampung,2022,Kasus Kusta Baru,40,data/raw/profil_kesehatan_kemenkes/
Lampung,2022,Kasus Malaria Positif,714,data/raw/profil_kesehatan_kemenkes/
Lampung,2023,Kasus Diare Dilayani,76257,data/raw/profil_kesehatan_kemenkes/
Lampung,2023,Kasus ISPA/Pneumonia,6090,data/raw/profil_kesehatan_kemenkes/
Lampung,2023,Kasus Kusta Baru,142,data/raw/profil_kesehatan_kemenkes/
Lampung,2023,Kasus Malaria Positif,1215,data/raw/profil_kesehatan_kemenkes/
Lampung,2024,Kasus Diare Dilayani,74406,data/raw/profil_kesehatan_kemenkes/
Lampung,2024,Kasus ISPA/Pneumonia,7537,data/raw/profil_kesehatan_kemenkes/
Lampung,2024,Kasus Kusta Baru,170,data/raw/profil_kesehatan_kemenkes/
Lampung,2024,Kasus Malaria Positif,2596,data/raw/profil_kesehatan_kemenkes/
Maluku,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Maluku,2014,Kasus ISPA/Pneumonia,760,data/raw/profil_kesehatan_kemenkes/
Maluku,2014,Kasus Kusta Baru,545,data/raw/profil_kesehatan_kemenkes/
Maluku,2014,Kasus Malaria Positif,10249,data/raw/profil_kesehatan_kemenkes/
Maluku,2015,Kasus Diare Dilayani,20736,data/raw/profil_kesehatan_kemenkes/
Maluku,2015,Kasus ISPA/Pneumonia,247,data/raw/profil_kesehatan_kemenkes/
Maluku,2015,Kasus Kusta Baru,211,data/raw/profil_kesehatan_kemenkes/
Maluku,2015,Kasus Malaria Positif,9802,data/raw/profil_kesehatan_kemenkes/
Maluku,2016,Kasus Diare Dilayani,7764,data/raw/profil_kesehatan_kemenkes/
Maluku,2016,Kasus ISPA/Pneumonia,534,data/raw/profil_kesehatan_kemenkes/
Maluku,2016,Kasus Kusta Baru,442,data/raw/profil_kesehatan_kemenkes/
Maluku,2016,Kasus Malaria Positif,6780,data/raw/profil_kesehatan_kemenkes/
Maluku,2017,Kasus ISPA/Pneumonia,1065,data/raw/profil_kesehatan_kemenkes/
Maluku,2017,Kasus Kusta Baru,418,data/raw/profil_kesehatan_kemenkes/
Maluku,2017,Kasus Malaria Positif,4019,data/raw/profil_kesehatan_kemenkes/
Maluku,2018,Kasus Diare Dilayani,5902,data/raw/profil_kesehatan_kemenkes/
Maluku,2018,Kasus ISPA/Pneumonia,1084,data/raw/profil_kesehatan_kemenkes/
Maluku,2018,Kasus Kusta Baru,455,data/raw/profil_kesehatan_kemenkes/
Maluku,2018,Kasus Malaria Positif,2058,data/raw/profil_kesehatan_kemenkes/
Maluku,2019,Kasus Diare Dilayani,15332,data/raw/profil_kesehatan_kemenkes/
Maluku,2019,Kasus ISPA/Pneumonia,1105,data/raw/profil_kesehatan_kemenkes/
Maluku,2019,Kasus Kusta Baru,431,data/raw/profil_kesehatan_kemenkes/
Maluku,2019,Kasus Malaria Positif,1302,data/raw/profil_kesehatan_kemenkes/
Maluku,2020,Kasus Diare Dilayani,15877,data/raw/profil_kesehatan_kemenkes/
Maluku,2020,Kasus ISPA/Pneumonia,561,data/raw/profil_kesehatan_kemenkes/
Maluku,2020,Kasus Kusta Baru,302,data/raw/profil_kesehatan_kemenkes/
Maluku,2020,Kasus Malaria Positif,766,data/raw/profil_kesehatan_kemenkes/
Maluku,2021,Kasus Diare Dilayani,16730,data/raw/profil_kesehatan_kemenkes/
Maluku,2021,Kasus ISPA/Pneumonia,554,data/raw/profil_kesehatan_kemenkes/
Maluku,2021,Kasus Kusta Baru,332,data/raw/profil_kesehatan_kemenkes/
Maluku,2021,Kasus Malaria Positif,809,data/raw/profil_kesehatan_kemenkes/
Maluku,2022,Kasus Diare Dilayani,21746,data/raw/profil_kesehatan_kemenkes/
Maluku,2022,Kasus ISPA/Pneumonia,817,data/raw/profil_kesehatan_kemenkes/
Maluku,2022,Kasus Kusta Baru,103,data/raw/profil_kesehatan_kemenkes/
Maluku,2022,Kasus Malaria Positif,1119,data/raw/profil_kesehatan_kemenkes/
Maluku,2023,Kasus Diare Dilayani,6401,data/raw/profil_kesehatan_kemenkes/
Maluku,2023,Kasus ISPA/Pneumonia,1196,data/raw/profil_kesehatan_kemenkes/
Maluku,2023,Kasus Kusta Baru,417,data/raw/profil_kesehatan_kemenkes/
Maluku,2023,Kasus Malaria Positif,1668,data/raw/profil_kesehatan_kemenkes/
Maluku,2024,Kasus Diare Dilayani,17183,data/raw/profil_kesehatan_kemenkes/
Maluku,2024,Kasus ISPA/Pneumonia,1121,data/raw/profil_kesehatan_kemenkes/
Maluku,2024,Kasus Kusta Baru,430,data/raw/profil_kesehatan_kemenkes/
Maluku,2024,Kasus Malaria Positif,2288,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2014,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2014,Kasus Kusta Baru,544,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2014,Kasus Malaria Positif,3790,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2015,Kasus Diare Dilayani,5003,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2015,Kasus ISPA/Pneumonia,633,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2015,Kasus Kusta Baru,544,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2015,Kasus Malaria Positif,3220,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2016,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2016,Kasus ISPA/Pneumonia,613,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2016,Kasus Kusta Baru,421,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2016,Kasus Malaria Positif,2888,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2017,Kasus ISPA/Pneumonia,971,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2017,Kasus Kusta Baru,558,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2017,Kasus Malaria Positif,957,data/raw/profil_kesehatan_kemenkes/
