tahun,provinsi,jenis,jumlah
2022,Sulawesi Tenggara,Puskesmas,7.986
2022,Gorontalo,Puskesmas,7.281
2022,Sulawesi Barat,Puskesmas,4.724
2022,Sulawesi Utara,Puskesmas,15.0
2022,Sulawesi Tengah,Puskesmas,13.0
2022,Sulawesi Selatan,Puskesmas,24.0
2022,Sulawesi Tenggara,Puskesmas,17.0
2022,Gorontalo,Puskesmas,6.0
2022,Sulawesi Barat,Puskesmas,6.0
2022,Sulawesi Utara,Puskesmas,48.843
2022,Sulawesi Tengah,Puskesmas,52.364
2022,Sulawesi Selatan,Puskesmas,158.954
2022,Sulawesi Tenggara,Puskesmas,41.996
2022,Gorontalo,Puskesmas,22.064
2022,Sulawesi Barat,Puskesmas,22.777
2022,Sulawesi Utara,Puskesmas,203.0
2022,Sulawesi Tengah,Puskesmas,166.0
2022,Sulawesi Selatan,Puskesmas,713.0
2022,Sulawesi Tenggara,Puskesmas,190.0
2022,Gorontalo,Puskesmas,81.0
2022,Sulawesi Barat,Puskesmas,63.0
2022,Sulawesi Utara,Puskesmas,35.0
2022,Sulawesi Tengah,Puskesmas,26.0
2022,Sulawesi Selatan,Puskesmas,54.0
2022,Sulawesi Tenggara,Puskesmas,73.0
2022,Gorontalo,Puskesmas,16.0
2022,Sulawesi Barat,Puskesmas,14.0
2022,Sulawesi Utara,Puskesmas,2.282
2022,Sulawesi Tengah,Puskesmas,1.448
2022,Sulawesi Selatan,Puskesmas,5.948
2022,Sulawesi Tenggara,Puskesmas,1.333
2022,Gorontalo,Puskesmas,959.0
2022,Sulawesi Barat,Puskesmas,919.0
2022,Sulawesi Utara,Puskesmas,0.0
2022,Sulawesi Tengah,Puskesmas,0.0
2022,Sulawesi Selatan,Puskesmas,2.0
2022,Sulawesi Tenggara,Puskesmas,1.0
2022,Gorontalo,Puskesmas,0.0
2022,Sulawesi Barat,Puskesmas,0.0
2022,Sulawesi Utara,Puskesmas,0.0
2022,Sulawesi Tengah,Puskesmas,0.0
2022,Sulawesi Selatan,Puskesmas,0.0
2022,Sulawesi Tenggara,Puskesmas,0.0
2022,Gorontalo,Puskesmas,0.0
2022,Sulawesi Barat,Puskesmas,0.0
2022,Sulawesi Utara,Puskesmas,15.0
2022,Sulawesi Tengah,Puskesmas,13.0
2022,Sulawesi Selatan,Puskesmas,24.0
2022,Sulawesi Tenggara,Puskesmas,17.0
2022,Gorontalo,Puskesmas,6.0
2022,Sulawesi Barat,Puskesmas,6.0
2022,Sulawesi Utara,Puskesmas,0.0
2022,Sulawesi Tengah,Puskesmas,0.0
2022,Sulawesi Selatan,Puskesmas,0.0
2022,Sulawesi Tenggara,Puskesmas,0.0
2022,Gorontalo,Puskesmas,0.0
2022,Sulawesi Barat,Puskesmas,0.0
2022,Sulawesi Utara,Puskesmas,17.0
2022,Sulawesi Tengah,Puskesmas,141.0
2022,Sulawesi Selatan,Puskesmas,62.0
2022,Sulawesi Tenggara,Puskesmas,44.0
2022,Gorontalo,Puskesmas,2.0
2022,Sulawesi Barat,Puskesmas,54.0
2022,Sulawesi Utara,Puskesmas,0.0
2022,Sulawesi Tengah,Puskesmas,9.0
2022,Sulawesi Selatan,Puskesmas,4.0
2022,Sulawesi Tenggara,Puskesmas,12.0
2022,Gorontalo,Puskesmas,6.0
2022,Sulawesi Barat,Puskesmas,4.0
2022,Sulawesi Utara,Puskesmas,15.0
2022,Sulawesi Tengah,Puskesmas,13.0
2022,Sulawesi Selatan,Puskesmas,24.0
2022,Sulawesi Tenggara,Puskesmas,17.0
2022,Gorontalo,Puskesmas,6.0
2022,Sulawesi Barat,Puskesmas,6.0
2022,Sulawesi Utara,Puskesmas,15.0
2022,Sulawesi Tengah,Puskesmas,13.0
2022,Sulawesi Selatan,Puskesmas,24.0
2022,Sulawesi Tenggara,Puskesmas,17.0
2022,Gorontalo,Puskesmas,6.0
2022,Sulawesi Barat,Puskesmas,6.0
2022,Sulawesi Utara,Puskesmas,15.0
2022,Sulawesi Tengah,Puskesmas,13.0
2022,Sulawesi Selatan,Puskesmas,24.0
2022,Sulawesi Tenggara,Puskesmas,17.0
2022,Gorontalo,Puskesmas,6.0
2022,Sulawesi Barat,Puskesmas,6.0
2022,Sulawesi Utara,Puskesmas,15.0
2022,Sulawesi Tengah,Puskesmas,13.0
2022,Sulawesi Selatan,Puskesmas,24.0
2022,Sulawesi Tenggara,Puskesmas,17.0
2022,Gorontalo,Puskesmas,6.0
2022,Sulawesi Barat,Puskesmas,6.0
2022,Sulawesi Utara,Puskesmas,1.76
2022,Sulawesi Tengah,Puskesmas,1.625
2022,Sulawesi Selatan,Puskesmas,3.047
2022,Sulawesi Tenggara,Puskesmas,1.771
2022,Gorontalo,Puskesmas,617.0
2022,Sulawesi Barat,Puskesmas,603.0
2022,Sulawesi Utara,Puskesmas,118.0
2022,Sulawesi Tengah,Puskesmas,221.0
2022,Sulawesi Selatan,Puskesmas,1.847
2022,Sulawesi Tenggara,Puskesmas,666.0
2022,Gorontalo,Puskesmas,882.0
2022,Sulawesi Barat,Puskesmas,211.0
2022,Sulawesi Utara,Puskesmas,254.0
2022,Sulawesi Tengah,Puskesmas,257.0
2022,Sulawesi Selatan,Puskesmas,590.0
2022,Sulawesi Tenggara,Puskesmas,341.0
2022,Gorontalo,Puskesmas,112.0
2022,Sulawesi Barat,Puskesmas,112.0
2022,Sulawesi Utara,Puskesmas,15.0
2022,Sulawesi Tengah,Puskesmas,13.0
2022,Sulawesi Selatan,Puskesmas,24.0
2022,Sulawesi Tenggara,Puskesmas,17.0
2022,Gorontalo,Puskesmas,6.0
2022,Sulawesi Barat,Puskesmas,6.0
2024,"Indonesia 85,88 Banten 100,28 Kepulauan Riau 99,10 Bali 98,85 Jawa Tengah 98,80 DKI Jakarta 98,43 Jawa Timur 94,32 Gorontalo 94,12 Kalimantan Selatan 93,42 Jawa Barat 93,30 Kalimantan Timur 91,41 Kalimantan Tengah 90,72 Sulawesi Barat 89,84 Sumatera Utara 88,35 D I Yogyakarta 88,33 Kepulauan Bangka Belitung 87,47 Kalimantan Barat 87,02 Sumatera Selatan 85,24 Lampung 81,60 Aceh 80,45 Sumatera Barat 80,23 Papua Tengah 80,10 Sulawesi Tengah 77,57 Papua Barat 77,04 Jambi 74,82 Nusa Tenggara Barat 68,36 Kalimantan Utara 67,80 Sulawesi Selatan 67,65 Riau 67,06 Maluku 66,63 Sulawesi Tenggara 62,08 Papua Selatan 60,41 Papua 56,39 Sulawesi Utara 54,84 Bengkulu 49,20 Papua Barat Daya 35,30 Nusa Tenggara Timur 34,35 Maluku Utara 19,22 Papua Pegunungan 0 10 20 30 40 50 60 70 80 90 100 110",Puskesmas,0.0
2024,Sulawesi Utara,Puskesmas,69.872
2024,Sulawesi Tengah,Puskesmas,49.009
2024,Sulawesi Selatan,Puskesmas,221.401
2024,Sulawesi Tenggara,Puskesmas,48.265
2024,Gorontalo,Puskesmas,33.753
2024,Sulawesi Barat,Puskesmas,24.592
2024,Sulawesi Utara,Puskesmas,193.0
2024,Sulawesi Tengah,Puskesmas,254.0
2024,Sulawesi Selatan,Puskesmas,941.0
2024,Sulawesi Tenggara,Puskesmas,213.0
2024,Gorontalo,Puskesmas,103.0
2024,Sulawesi Barat,Puskesmas,111.0
2024,Sulawesi Utara,Puskesmas,48.0
2024,Sulawesi Tengah,Puskesmas,35.0
2024,Sulawesi Selatan,Puskesmas,126.0
2024,Sulawesi Tenggara,Puskesmas,27.0
2024,Gorontalo,Puskesmas,21.0
2024,Sulawesi Barat,Puskesmas,15.0
2024,Sulawesi Utara,Puskesmas,3.794
2024,Sulawesi Tengah,Puskesmas,2.538
2024,Sulawesi Selatan,Puskesmas,8.853
2024,Sulawesi Tenggara,Puskesmas,2.155
2024,Gorontalo,Puskesmas,1.399
2024,Sulawesi Barat,Puskesmas,1.299
2024,Sulawesi Utara,Puskesmas,0.0
2024,Sulawesi Tengah,Puskesmas,0.0
2024,Sulawesi Selatan,Puskesmas,0.0
2024,Sulawesi Tenggara,Puskesmas,0.0
2024,Gorontalo,Puskesmas,0.0
2024,Sulawesi Barat,Puskesmas,0.0
2024,Sulawesi Utara,Puskesmas,15.0
2024,Sulawesi Tengah,Puskesmas,13.0
2024,Sulawesi Selatan,Puskesmas,24.0
2024,Sulawesi Tenggara,Puskesmas,17.0
2024,Gorontalo,Puskesmas,6.0
2024,Sulawesi Barat,Puskesmas,6.0
2024,Sulawesi Utara,Puskesmas,0.0
2024,Sulawesi Tengah,Puskesmas,0.0
2024,Sulawesi Selatan,Puskesmas,0.0
2024,Sulawesi Tenggara,Puskesmas,0.0
2024,Gorontalo,Puskesmas,0.0
2024,Sulawesi Barat,Puskesmas,0.0
2024,Sulawesi Utara,Puskesmas,10.0
2024,Sulawesi Tengah,Puskesmas,8.0
2024,Sulawesi Selatan,Puskesmas,23.0
2024,Sulawesi Tenggara,Puskesmas,15.0
2024,Gorontalo,Puskesmas,5.0
2024,Sulawesi Barat,Puskesmas,5.0
2024,Sulawesi Utara,Puskesmas,15.0
2024,Sulawesi Tengah,Puskesmas,13.0
2024,Sulawesi Selatan,Puskesmas,24.0
2024,Sulawesi Tenggara,Puskesmas,17.0
2024,Gorontalo,Puskesmas,6.0
2024,Sulawesi Barat,Puskesmas,6.0
2024,Sulawesi Utara,Puskesmas,15.0
2024,Sulawesi Tengah,Puskesmas,13.0
2024,Sulawesi Selatan,Puskesmas,24.0
2024,Sulawesi Tenggara,Puskesmas,17.0
2024,Gorontalo,Puskesmas,6.0
2024,Sulawesi Barat,Puskesmas,6.0
2024,Sulawesi Utara,Puskesmas,15.0
2024,Sulawesi Tengah,Puskesmas,13.0
2024,Sulawesi Selatan,Puskesmas,24.0
2024,Sulawesi Tenggara,Puskesmas,17.0
2024,Gorontalo,Puskesmas,6.0
2024,Sulawesi Barat,Puskesmas,6.0
2024,Sulawesi Utara,Puskesmas,0.0
2024,Sulawesi Tengah,Puskesmas,0.0
2024,Sulawesi Selatan,Puskesmas,0.0
2024,Sulawesi Tenggara,Puskesmas,0.0
2024,Gorontalo,Puskesmas,0.0
2024,Sulawesi Barat,Puskesmas,0.0
